timestamp,tipo_gerador,tipo_atividade,bairro_cidade,tipos_residuo,residuos_organicos,especificacao_residuos,origem_residuo,frequencia_descarte,quantidade_gerada,destino_atual,custo_destinacao,potencial_reaproveitamento,caracteristica_residuo,tentativa_reutilizacao,melhor_solucao,num_pessoas,conscientizacao,interesse_aprender
25/02/2026 19:23:46,Pessoa física (residência),"Alimentação (restaurante, padaria, mercado, etc.)",Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico",Restos de comida,Resto de refeição ,Consumo diário,Semanal,Menos de 10 kg por semana,Coleta pública comum,Não,Sim,Alto teor orgânico,Não,Compostagem ,,,
25/02/2026 19:28:58,Pessoa física (residência),Residencial,Chapecó (sem bairro),"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Óleo residual",Cascas de frutas,Casca de banana,Consumo diário,Diária,Menos de 10 kg por semana,Coleta pública comum,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,Óleo vegetal,,,
25/02/2026 19:29:42,Pessoa física (residência),Residencial,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico",Restos de comida,Restos de comida sobrada e cascas de frutas ,Consumo diário,Semanal,Menos de 10 kg por semana,Compostagem,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,Compostagem ,,,
25/02/2026 19:30:07,Pessoa física (residência),Residencial,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico",Restos de comida,"Arroz, restos de carnes e massas não consumidas no almoço ",Sobra de matéria-prima,Diária,10–50 kg por semana,Coleta pública comum,Não,Não,Alto teor orgânico,Sim,O descarte me parece o mais adequado para alimentos não consumidos,,,
25/02/2026 19:30:13,Pessoa física (residência),"Alimentação (restaurante, padaria, mercado, etc.)",Outro,"Plástico, Metal",Restos de comida,"Semente, restos de alimento, cascas de vários tipos",Consumo diário,Diária,Menos de 10 kg por semana,Compostagem,Não,Sim,Alto teor orgânico,Sim,Compostagem ,,,
25/02/2026 19:30:39,Pessoa física (residência),Residencial,Bela Vista,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Metal",Cascas de legumes e verduras,"Resto de arroz, casca de batata",Consumo diário,Diária,Menos de 10 kg por semana,Coleta seletiva,Não,Nunca pensei sobre isso,Não sei informar,Sim,Reaproveitamento e novo destino ,,,
25/02/2026 19:39:49,Pessoa física (residência),Residencial,Cristo Rei,"Orgânicos (restos de alimentos, cascas, bagaço)",Restos de comida,Restos de comida,Consumo diário,Diária,Menos de 10 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,Alto teor orgânico,Não,Compostagem ,,,
25/02/2026 20:08:33,Pessoa física (residência),Residencial,Líder,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Papelão, Óleo residual",Restos de comida,Casca de frutas,Consumo diário,Diária,Menos de 10 kg por semana,Compostagem,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,Aproveitamento dos compostos úteis encontrados nos resíduos ,,,
25/02/2026 20:54:56,Pessoa física (residência),Indústria (qual?),Outro,Plástico,Borra de café,Borra de café ,Consumo diário,Diária,Menos de 10 kg por semana,Compostagem,Não,Nunca pensei sobre isso,"Contém vitaminas, minerais e compostos nutritivos",Não,Reaproveitando do resíduo ,,,
27/02/2026 15:00:51,Pessoa física (residência),Residencial,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos, Cascas de legumes e verduras, Frutas estragadas, Legumes e verduras estragadas","Casca de banana, pedaços de tomate, centro do pimentão, gordura das carnes",Consumo diário,,5–10 kg por semana,Coleta seletiva,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Sim
27/02/2026 15:01:13,Pessoa física (residência),Residencial,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras","Cascas de banana, manga e laranja, cascas de ovos, cascas de beterraba, cenoura, alho e cebola",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não sei,Não,"Alto teor orgânico, É úmido",Sim,,1 a 3,,Sim
27/02/2026 15:02:32,Pessoa física (residência),Residencial,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos","Cascas de banana, cascas de mamão, cascas de ovos, arroz e carne ",Consumo diário,,1–5 kg por semana,Coleta seletiva,Sim,Sim,"É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Sim
27/02/2026 15:06:31,Pessoa física (residência),Residencial,Jardim Itália,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Frutas estragadas","Banana, restos de comida",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,"Alto teor orgânico, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Talvez
27/02/2026 15:06:38,Pessoa física (residência),Residencial,Efapi,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Frutas estragadas",Comida ,Consumo diário,,5–10 kg por semana,Coleta pública comum,Não,Sim,"Alto teor orgânico, É úmido",Não,,1 a 3,,Talvez
27/02/2026 15:07:12,Pessoa física (residência),Residencial,Jardim América,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos, Borra de café","Casa de ovo, borra de café, casca de fruta e legume  e lixo de banheiro",Consumo diário,,1–5 kg por semana,Coleta pública comum,Sim,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Sim
27/02/2026 15:07:49,Pessoa física (residência),Residencial,Efapi,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos","Cascas de ovos, cascas de banana e uva",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não sei,Sim,É úmido,Não,,1 a 3,,Sim
27/02/2026 15:08:28,Pequena empresa,Serviços,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Borra de café",Cascas de banana,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,10 a 30,,Talvez
27/02/2026 15:08:45,Pessoa física (residência),Residencial,Jardim Itália,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Cascas de legumes e verduras","Casca de Banana, Restos de Carnes, Ovos, casca de pão",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não,Sim,"Alto teor orgânico, É úmido",Não,,1 a 3,,Sim
27/02/2026 15:09:05,Pessoa física (residência),Residencial,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos","Sementes de mamão 
Casca de banana ",Consumo diário,,Não sei estimar,Coleta seletiva,Não sei,Nunca pensei sobre isso,"Alto teor orgânico, É úmido",Não,,1 a 3,,Talvez
27/02/2026 15:10:02,Pessoa física (residência),Residencial,Centro,"Orgânicos (restos de alimentos, cascas, bagaço)","Cascas de frutas, Sementes de frutas, Cascas de legumes e verduras","Cascas de maçã, banana e laranja. Sementes de mamão e melão.",Consumo diário,,1–5 kg por semana,Compostagem,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,,4 a 6,,Sim
27/02/2026 15:10:19,Pessoa física (residência),Serviços,Frei Bruno,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Resto de carboidratos, verduras que sobram da salada, cascas de frutas em geral. ",Consumo diário,,5–10 kg por semana,Compostagem,Sim,Nunca pensei sobre isso,"Alto teor orgânico, É úmido",Não,,4 a 6,,Talvez
27/02/2026 15:15:41,Pessoa física (residência),Residencial,Fernando Machado,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Papelão","Restos de comida, Cascas de frutas, Casca de ovos, Borra de café",Cascas de vegetais,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,"Alto teor orgânico, É úmido",Não,,1 a 3,,Não
27/02/2026 15:15:54,Pessoa física (residência),Residencial,Efapi,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas","Cascas de melão, maça e resto da comida descartada do almoço",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Não,Alto teor orgânico,Não,,1 a 3,,Talvez
27/02/2026 15:17:18,Pessoa física (residência),Residencial,Centro,"Plástico, Papelão","Restos de comida, Cascas de legumes e verduras","Restos de comida, casca de ovo, casca de batatas, cascas de abobrinha etc. ",Consumo diário,,Não sei estimar,Coleta pública comum,Não,Nunca pensei sobre isso,"Alto teor orgânico, É úmido",Não,,1 a 3,,Talvez
27/02/2026 15:21:04,Pessoa física (residência),Residencial,Presidente Médici,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Borra de café","Casca de banana, casca de uva, resto de arroz ",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não sei,Sim,"Alto teor orgânico, É seco",Não,,1 a 3,,Talvez
27/02/2026 15:23:47,Pessoa física (residência),Residencial,Belvedere,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Cascas de legumes e verduras","Restos de comida 
Casca de frutas (banana, laranja, abacaxi)",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,4 a 6,,Talvez
27/02/2026 15:27:33,Pessoa física (residência),Residencial,Presidente Médici,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Cascas de cenoura, restos de carne, casca e sementes de mamão",Consumo diário,,Não sei estimar,Coleta pública comum,Não,Sim,Alto teor orgânico,Não,,4 a 6,,Sim
27/02/2026 15:28:02,Pessoa física (residência),Serviços,Efapi,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de legumes e verduras, Legumes e verduras estragadas","Restos de carne, cascas de frutas e legumes",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Não,É úmido,Não,,1 a 3,,Talvez
27/02/2026 15:28:08,Pessoa física (residência),Universidade,Chapecó (sem bairro),"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras","cascas diversas, de todos tipos de frutas; cascas de legumes",Consumo diário,,5–10 kg por semana,Compostagem,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Sim,,4 a 6,,Sim
27/02/2026 15:28:23,Pessoa física (residência),Residencial,Bela Vista,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Legumes e verduras estragadas","Arroz, macarrão, feijão e carne. Frutas de laranja, banana, maracujá, tomate e manga. Verduras: batata, cenoura, alface e pepino ",Consumo diário,,5–10 kg por semana,Coleta pública comum,Não sei,Sim,Não sei informar,Sim,,1 a 3,,Talvez
27/02/2026 15:32:16,Pessoa física (residência),Indústria em geral,Xaxim,Plástico,"Cascas de frutas, Borra de café",erva de chimarrão,Consumo diário,,10–50 kg por semana,Coleta pública comum,Não sei,Nunca pensei sobre isso,"É úmido, É seco",Não,,30 a 50,,Talvez
27/02/2026 15:34:59,Pessoa física (residência),Residencial,Jardim América,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras","Cascas de Banana, cascas de ovo, casca e semente de mamão, casca de melancia, laranja ",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,Alto teor orgânico,Não,,4 a 6,,Talvez
27/02/2026 15:40:55,Pessoa física (residência),Comércio,Vila Real,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras",Comida em geral ,Consumo diário,,5–10 kg por semana,Compostagem,Sim,Sim,É úmido,Sim,,1 a 3,,Talvez
27/02/2026 15:46:09,Pessoa física (residência),"Alimentação (restaurante, padaria, mercado, etc.)",Centro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Borra de café","Resto de café, cascas de banana, restos de comida",Consumo diário,,Não sei estimar,Coleta pública comum,Não sei,Nunca pensei sobre isso,"Alto teor orgânico, É úmido",Não,,1 a 3,,Sim
27/02/2026 15:47:55,Pessoa física (residência),Residencial,Líder,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras",Cascas de frutas/legumes e restos de carte (ossos),Consumo diário,,1–5 kg por semana,Compostagem,Não,Nunca pensei sobre isso,É úmido,Não,,1 a 3,,Talvez
27/02/2026 15:48:38,Pessoa física (residência),Residencial,Bom Senso,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Restos de comidas, Cascas ou algo que estragou",Consumo diário,,5–10 kg por semana,Coleta seletiva,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,,4 a 6,,Sim
27/02/2026 15:49:11,Pessoa física (residência),Comércio,Desbravador,"Papelão, Metal, Óleo residual",Cascas de frutas,Cascas de banana/maçãs e restos de carne,Consumo diário,,10–50 kg por semana,Coleta seletiva,Não sei,Sim,Não sei informar,Não,,10 a 30,,Talvez
27/02/2026 15:51:34,Pessoa física (residência),Residencial,São Cristóvão,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Frutas estragadas","Cascas de Banana
Frutas Podres
Comida Estragada",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não sei,Sim,"Alto teor orgânico, É úmido",Não,,1 a 3,,Sim
27/02/2026 15:52:30,Pessoa física (residência),Residencial,Centro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Casca de ovos, Borra de café, Cascas de legumes e verduras","casca de ovo, borra de café e casca de abobrinha, casca de batata etc",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Sim
27/02/2026 15:54:54,Pessoa física (residência),Comércio,Efapi,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Borra de café","Casca de ovo, borra de café e cascas de frutas e legumes",Consumo diário,,1–5 kg por semana,Compostagem,Não,Sim,"Alto teor orgânico, Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Sim
27/02/2026 16:00:19,Pessoa física (residência),Residencial,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos","Cascas de legumes, erva de chimarrão e de ovos principalmente ",Consumo diário,,5–10 kg por semana,Coleta pública comum,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Sim
27/02/2026 16:00:37,Pessoa física (residência),Serviços,Maria Goretti,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Casca de ovos, Borra de café, Frutas estragadas, Legumes e verduras estragadas","Casca de banana, casca de ovos, borra de café ",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não sei,Sim,"Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Talvez
27/02/2026 16:02:02,Pessoa física (residência),Residencial,Efapi,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Cascas de legumes e verduras","Casacas de frutas, cascas de ovos, plástico",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não,Sim,Não sei informar,Não,,1 a 3,,Talvez
27/02/2026 16:02:28,Pessoa física (residência),Residencial,Centro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Borra de café","Casca de frutas, restos de alimento.",Consumo diário,,5–10 kg por semana,Coleta seletiva,Não,Sim,É seco,Não,,1 a 3,,Sim
27/02/2026 16:05:01,Pessoa física (residência),Residencial,Flor,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico",Restos de comida,"Restos de Arroz, Saladas, Óleo",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Não,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Talvez
27/02/2026 16:09:29,Pessoa física (residência),Residencial,Cristo Rei,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Papelão",Restos de comida,Cascas de frutas,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,Alto teor orgânico,Não,,1 a 3,,Sim
27/02/2026 16:11:03,Pessoa física (residência),Residencial,Coronel Freitas,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos, Cascas de legumes e verduras","Resto de comida, frutas, legumes",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,É úmido,Não,,4 a 6,,Sim
27/02/2026 16:11:50,Pessoa física (residência),Residencial,Líder,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos","Resto de arroz, massa, casca de frutas e cascas de ovo",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,É úmido,Não,,4 a 6,,Talvez
27/02/2026 16:11:55,Pessoa física (residência),Residencial,Bela Vista,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico",Restos de comida,Resto de comida em geral,Consumo diário,,5–10 kg por semana,Coleta seletiva,Não,Sim,É úmido,Sim,,1 a 3,,Sim
27/02/2026 16:12:44,Pessoa física (residência),Residencial,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos",Restos de alimento no geral,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,É úmido,Não,,4 a 6,,Sim
27/02/2026 16:14:36,Microempreendedor individual (MEI),"Babá,vendas",Líder,"Plástico, Vidro","Cascas de frutas, Casca de ovos, Borra de café, Cascas de legumes e verduras","Restos de cascas,mas enterro tudo",Consumo diário,,Um kilo mais ou menos ,Reaproveitamento,Não,Nunca pensei sobre isso,"Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Talvez
27/02/2026 16:20:10,Pessoa física (residência),Residencial,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Cascas de cenoura, restos de arroz, cascas de banana",Consumo diário,,1–5 kg por semana,Coleta seletiva,Sim,Sim,"É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,4 a 6,,Talvez
